id,android_id,time_stamp,x,y,z,created_at,updated_at,notes,height,weight
183,cc6b0ef12a58def2,1427380610806,-0.46926352,4.1946416,10.43872,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
184,cc6b0ef12a58def2,1427380610844,-0.94810385,4.261679,9.931149,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
185,cc6b0ef12a58def2,1427380610880,-0.5650316,5.00867,9.241618,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
186,cc6b0ef12a58def2,1427380610901,-0.22026655,6.6079965,6.5122285,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
187,cc6b0ef12a58def2,1427380610933,-0.10534488,6.38773,6.5026517,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
188,cc6b0ef12a58def2,1427380610954,-0.12449849,6.4068837,7.920019,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
189,cc6b0ef12a58def2,1427380610996,-0.6895301,6.5122285,9.844957,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
190,cc6b0ef12a58def2,1427380611031,-0.1340753,5.6886234,7.7572136,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
191,cc6b0ef12a58def2,1427380611066,-0.02873042,5.6790466,7.843405,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
192,cc6b0ef12a58def2,1427380611102,0.17238252,5.9184666,8.848969,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
193,cc6b0ef12a58def2,1427380611136,0.46926352,5.6120086,9.662998,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
194,cc6b0ef12a58def2,1427380611173,0.90979666,5.410896,10.28549,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
195,cc6b0ef12a58def2,1427380611194,1.0726024,5.7365074,9.32781,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
196,cc6b0ef12a58def2,1427380611221,1.5227122,5.2863975,7.192182,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
197,cc6b0ef12a58def2,1427380611243,1.7525556,5.6215854,6.694188,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
198,cc6b0ef12a58def2,1427380611273,1.283292,5.9759274,7.920019,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
199,cc6b0ef12a58def2,1427380611298,1.5801731,5.7843914,8.274361,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
200,cc6b0ef12a58def2,1427380611340,1.4077905,5.8226986,10.1226845,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
201,cc6b0ef12a58def2,1427380611378,1.6950948,5.851429,7.335834,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
202,cc6b0ef12a58def2,1427380611412,1.8483237,6.0046577,7.1251445,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
203,cc6b0ef12a58def2,1427380611448,1.4652514,6.38773,9.165004,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
204,cc6b0ef12a58def2,1427380611476,2.1164744,5.861006,9.404425,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
205,cc6b0ef12a58def2,1427380611500,2.528277,5.7748146,6.694188,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
206,cc6b0ef12a58def2,1427380611522,1.2545617,7.326257,9.289502,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
207,cc6b0ef12a58def2,1427380611553,2.0590134,6.5505357,9.040505,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
208,cc6b0ef12a58def2,1427380611582,1.7717092,6.4068837,7.7667904,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
209,cc6b0ef12a58def2,1427380611608,2.3558946,6.4068837,7.3166804,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
210,cc6b0ef12a58def2,1427380611652,1.9919758,7.6710224,7.6710224,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
211,cc6b0ef12a58def2,1427380611687,1.8962077,7.8529816,8.858546,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
212,cc6b0ef12a58def2,1427380611721,3.371036,8.207323,10.697293,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
213,cc6b0ef12a58def2,1427380611742,0.095768064,7.335834,12.354081,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
214,cc6b0ef12a58def2,1427380611773,-1.2066777,6.2345014,7.5082164,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
215,cc6b0ef12a58def2,1427380611795,-0.8714894,6.349423,6.167464,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
216,cc6b0ef12a58def2,1427380611822,-0.9959879,5.1523223,7.651869,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
217,cc6b0ef12a58def2,1427380611846,-1.6376339,5.0278234,9.011775,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
218,cc6b0ef12a58def2,1427380611874,-2.5761611,3.2561142,9.864111,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
219,cc6b0ef12a58def2,1427380611900,-3.3997664,3.6583402,8.868123,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
220,cc6b0ef12a58def2,1427380611942,-3.122039,4.367024,6.38773,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
221,cc6b0ef12a58def2,1427380611975,-2.9975405,4.146757,5.889736,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
222,cc6b0ef12a58def2,1427380611999,-2.2888567,3.9360676,3.4284968,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
223,cc6b0ef12a58def2,1427380612022,-3.667917,4.8841715,1.5705963,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
224,cc6b0ef12a58def2,1427380612050,-3.122039,4.8458643,4.5394063,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
225,cc6b0ef12a58def2,1427380612074,-1.9249382,4.060566,7.9104424,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
226,cc6b0ef12a58def2,1427380612106,-0.7374141,3.6296098,9.9790325,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
227,cc6b0ef12a58def2,1427380612150,-1.9728222,3.7541082,14.15452,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
228,cc6b0ef12a58def2,1427380612193,-2.767697,3.466804,14.211981,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
229,cc6b0ef12a58def2,1427380612254,-4.3766007,4.7500963,8.504205,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
230,cc6b0ef12a58def2,1427380612277,-3.466804,4.280833,4.711789,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
231,cc6b0ef12a58def2,1427380612302,1.6280571,5.497087,9.155427,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
232,cc6b0ef12a58def2,1427380612330,0.6703765,5.315128,10.390836,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
233,cc6b0ef12a58def2,1427380612360,-1.2641385,3.4380736,8.686164,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
234,cc6b0ef12a58def2,1427380612382,-1.982399,2.4708161,14.12579,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
235,cc6b0ef12a58def2,1427380612415,-1.484405,2.4229321,14.106636,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
236,cc6b0ef12a58def2,1427380612447,-0.94810385,3.916914,9.3661175,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
237,cc6b0ef12a58def2,1427380612474,-2.2697031,3.763685,8.801085,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
238,cc6b0ef12a58def2,1427380612502,-2.087744,3.2944214,10.879252,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
239,cc6b0ef12a58def2,1427380612535,-1.4652514,3.3518825,10.400413,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
240,cc6b0ef12a58def2,1427380612580,-0.5267244,4.4340615,8.628703,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
241,cc6b0ef12a58def2,1427380612616,1.2449849,4.663905,9.825804,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
242,cc6b0ef12a58def2,1427380612637,0.80445176,4.0701427,10.898406,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
243,cc6b0ef12a58def2,1427380612663,-0.8523358,3.6870706,9.069236,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
244,cc6b0ef12a58def2,1427380612685,-1.0247183,3.9456444,8.485051,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
245,cc6b0ef12a58def2,1427380612716,0.076614454,4.7500963,7.489063,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
246,cc6b0ef12a58def2,1427380612743,0.7182605,4.817134,8.274361,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
247,cc6b0ef12a58def2,1427380612770,1.3311762,4.1659107,8.820239,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
248,cc6b0ef12a58def2,1427380612794,1.7046716,4.3957543,9.931149,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
249,cc6b0ef12a58def2,1427380612821,4.6926355,4.711789,6.6846113,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
250,cc6b0ef12a58def2,1427380612843,0.19153613,5.161899,9.14585,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
251,cc6b0ef12a58def2,1427380612875,4.8841715,4.951209,13.484144,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
252,cc6b0ef12a58def2,1427380612903,1.340753,4.5777135,7.7093296,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
253,cc6b0ef12a58def2,1427380612932,2.078167,4.2042184,6.445191,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
254,cc6b0ef12a58def2,1427380612970,3.7349546,4.673482,7.536947,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
255,cc6b0ef12a58def2,1427380613004,1.340753,4.8267107,10.180145,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
256,cc6b0ef12a58def2,1427380613042,4.309563,5.305551,6.0046577,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
257,cc6b0ef12a58def2,1427380613073,4.10845,5.93762,5.7269306,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
258,cc6b0ef12a58def2,1427380613097,2.6527755,6.196194,10.879252,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
259,cc6b0ef12a58def2,1427380613123,2.8634653,5.094861,8.647857,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
260,cc6b0ef12a58def2,1427380613149,2.6719291,5.0757074,9.500193,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
261,cc6b0ef12a58def2,1427380613176,3.0358477,5.094861,9.32781,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
262,cc6b0ef12a58def2,1427380613204,3.1411927,4.5394063,9.030929,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
263,cc6b0ef12a58def2,1427380613236,2.1164744,5.6790466,8.532935,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
264,cc6b0ef12a58def2,1427380613263,2.9017725,4.76925,9.394848,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
265,cc6b0ef12a58def2,1427380613299,3.1603463,4.663905,9.490616,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
266,cc6b0ef12a58def2,1427380613336,3.6008794,3.9743748,8.418014,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
267,cc6b0ef12a58def2,1427380613370,2.8921957,4.6830587,8.523358,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
268,cc6b0ef12a58def2,1427380613391,2.4612393,5.171476,8.274361,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
269,cc6b0ef12a58def2,1427380613425,2.0207062,5.1140146,8.303091,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
270,cc6b0ef12a58def2,1427380613455,1.4556746,5.851429,8.63828,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
271,cc6b0ef12a58def2,1427380613479,2.0207062,5.535394,8.580819,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
272,cc6b0ef12a58def2,1427380613507,1.8962077,5.2863975,8.42759,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
273,cc6b0ef12a58def2,1427380613538,2.4516625,4.5872903,8.437167,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
274,cc6b0ef12a58def2,1427380613563,2.3463178,4.663905,8.552089,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
275,cc6b0ef12a58def2,1427380613584,2.2122424,5.0182467,7.9104424,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
276,cc6b0ef12a58def2,1427380613615,1.685518,4.223372,6.14831,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
277,cc6b0ef12a58def2,1427380613639,2.384625,5.2385135,9.921572,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
278,cc6b0ef12a58def2,1427380613660,2.3175871,6.3111157,12.880805,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
279,cc6b0ef12a58def2,1427380613684,1.2737153,4.5394063,8.446744,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
280,cc6b0ef12a58def2,1427380613716,2.8060043,5.0661306,7.728483,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
281,cc6b0ef12a58def2,1427380613750,3.572149,5.6407394,7.067683,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
282,cc6b0ef12a58def2,1427380613778,2.27928,4.8937483,10.553641,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
283,cc6b0ef12a58def2,1427380613802,2.1739352,4.9703627,10.697293,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
284,cc6b0ef12a58def2,1427380613824,3.8977604,5.085284,8.90643,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
285,cc6b0ef12a58def2,1427380613854,4.2521024,4.10845,8.197746,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
286,cc6b0ef12a58def2,1427380613875,4.9224787,2.0207062,9.078813,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
287,cc6b0ef12a58def2,1427380613909,3.5434184,4.156334,11.415554,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
288,cc6b0ef12a58def2,1427380613959,3.4476504,4.405331,8.073248,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
289,cc6b0ef12a58def2,1427380613987,3.9935284,3.6391866,8.829816,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
290,cc6b0ef12a58def2,1427380614016,4.10845,3.323152,8.887277,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
291,cc6b0ef12a58def2,1427380614044,4.10845,4.0701427,8.973468,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
292,cc6b0ef12a58def2,1427380614076,4.5681367,3.9456444,8.619126,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
293,cc6b0ef12a58def2,1427380614104,4.414908,3.5625722,8.90643,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
294,cc6b0ef12a58def2,1427380614136,4.55856,3.2273839,8.868123,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
295,cc6b0ef12a58def2,1427380614170,2.777274,4.6255975,8.418014,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
296,cc6b0ef12a58def2,1427380614212,-0.91937345,6.7803793,8.063671,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
297,cc6b0ef12a58def2,1427380614245,4.31914,3.323152,7.632715,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
298,cc6b0ef12a58def2,1427380614275,0.12449849,7.469909,9.002198,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
299,cc6b0ef12a58def2,1427380614299,-4.817134,11.980585,10.860099,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
300,cc6b0ef12a58def2,1427380614324,-4.213795,12.5743475,10.25676,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
301,cc6b0ef12a58def2,1427380614353,-4.3287168,10.093954,6.3206925,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
302,cc6b0ef12a58def2,1427380614376,-1.9153614,5.985504,3.8019924,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
303,cc6b0ef12a58def2,1427380614406,1.3982137,3.1603463,6.5505357,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
304,cc6b0ef12a58def2,1427380614437,6.157887,0.82360536,8.714894,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
305,cc6b0ef12a58def2,1427380614461,6.4643445,1.1109096,8.743625,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
306,cc6b0ef12a58def2,1427380614503,5.5162406,1.13964,9.595961,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
307,cc6b0ef12a58def2,1427380614534,7.0006456,1.9728222,10.515334,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
308,cc6b0ef12a58def2,1427380614572,5.899313,2.2984335,9.002198,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
309,cc6b0ef12a58def2,1427380614605,4.5202527,3.016694,9.80665,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
310,cc6b0ef12a58def2,1427380614639,3.4955344,4.1276035,8.66701,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
311,cc6b0ef12a58def2,1427380614672,3.5817258,5.650316,9.069236,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
312,cc6b0ef12a58def2,1427380614702,0.34476504,4.2042184,8.599973,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
313,cc6b0ef12a58def2,1427380614738,1.5993267,7.8625584,4.31914,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
314,cc6b0ef12a58def2,1427380614781,0.7278373,4.7788267,6.9719152,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
315,cc6b0ef12a58def2,1427380614808,-1.0630256,8.2169,8.456321,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
316,cc6b0ef12a58def2,1427380614842,1.8387469,5.5258174,9.126697,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
317,cc6b0ef12a58def2,1427380614878,5.48751,5.707777,8.858546,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
318,cc6b0ef12a58def2,1427380614914,4.280833,3.9839516,13.196839,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
319,cc6b0ef12a58def2,1427380614951,1.7812861,3.5817258,13.953407,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
320,cc6b0ef12a58def2,1427380614983,-0.06703765,3.763685,10.611102,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
321,cc6b0ef12a58def2,1427380615006,-0.21068975,4.462792,7.1347213,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
322,cc6b0ef12a58def2,1427380615037,5.889736,4.6351743,2.882619,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
323,cc6b0ef12a58def2,1427380615065,4.7022123,2.2409728,11.118672,2015-03-26 16:32:13 UTC,2015-03-26 16:32:13 UTC,walk around block,70.0,185.0
