id,android_id,time_stamp,x,y,z,notes,created_at,updated_at,csv
45,41af43bb3f9077ea,1423097238633,0.30863953,-0.054595947,9.857758,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
46,41af43bb3f9077ea,1423097239148,0.29257202,-0.08732605,9.878586,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
47,41af43bb3f9077ea,1423097239664,0.30030823,-0.08018494,9.877991,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
48,41af43bb3f9077ea,1423097240180,0.30804443,-0.07244873,9.895248,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
49,41af43bb3f9077ea,1423097240681,0.31756592,-0.05340576,9.922623,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
50,41af43bb3f9077ea,1423097241192,0.30506897,-0.079589844,9.8958435,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
51,41af43bb3f9077ea,1423097241706,0.3026886,-0.08018494,9.895248,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
52,41af43bb3f9077ea,1423097242223,0.29197693,-0.08732605,9.884537,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
53,41af43bb3f9077ea,1423097242738,0.3264923,-0.071258545,9.846451,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
54,41af43bb3f9077ea,1423097243252,0.2955475,-0.07839966,9.854782,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
55,41af43bb3f9077ea,1423097243768,0.29019165,-0.09387207,9.882156,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
56,41af43bb3f9077ea,1423097244269,0.3199463,-0.09744263,9.872635,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
57,41af43bb3f9077ea,1423097244779,0.30387878,-0.05340576,9.892273,,2015-02-24 04:00:24 UTC,2015-02-24 04:00:24 UTC,
